cap-diameter,cap-shape,cap-surface,cap-color,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-color,ring-type,habitat,does-bruise-or-bleed,has-ring,is-poisonous,season_a,season_s,season_u,season_w
10.27,s,t,g,d,1,n,5.03,23.19,g,f,l,True,False,True,False,False,True,False
17.8,f,t,n,d,1,n,5.29,24.93,g,f,g,True,False,True,False,False,True,False
13.88,f,t,n,d,1,n,4.93,26.63,r,f,l,True,False,True,True,False,False,False
14.02,x,t,k,d,1,w,4.74,26.35,r,f,l,True,False,True,False,False,True,False
14.95,f,t,r,d,1,b,5.26,25.67,g,f,d,True,False,True,False,False,True,False
14.13,x,t,n,d,1,n,5.22,26.98,r,f,l,True,False,True,False,False,True,False
16.47,f,t,r,d,1,b,5.6,29.4,g,f,d,True,False,True,True,False,False,False
16.23,x,t,n,d,1,n,4.67,24.44,g,f,g,True,False,True,False,False,True,False
15.2,s,t,r,d,1,n,4.94,25.82,r,f,g,True,False,True,True,False,False,False
14.04,s,t,n,d,1,w,5.08,24.52,g,f,g,True,False,True,True,False,False,False
12.8,s,t,r,d,1,b,5.67,28.31,r,f,l,True,False,True,True,False,False,False
13.26,s,t,k,d,1,w,5.41,27.17,r,f,g,True,False,True,True,False,False,False
14.45,x,t,r,d,1,b,4.78,23.17,r,f,d,True,False,True,False,False,True,False
14.06,x,t,r,d,1,b,5.48,24.52,r,f,g,True,False,True,True,False,False,False
13.43,f,t,r,d,1,b,5.13,26.62,r,f,l,True,False,True,False,False,True,False
9.28,f,t,r,d,1,b,4.92,23.14,n,f,l,True,False,True,False,False,True,False
11.02,x,t,g,d,1,w,4.87,22.64,n,f,g,True,False,True,False,False,True,False
14.25,f,t,g,d,1,b,5.26,24.99,g,f,l,True,False,True,True,False,False,False
12.98,f,t,n,d,1,b,4.7,24.86,g,f,l,True,False,True,True,False,False,False
14.9,f,t,k,d,1,n,5.68,27.93,g,f,d,True,False,True,True,False,False,False
17.49,f,t,k,d,1,w,4.89,26.03,g,f,l,True,False,True,False,False,True,False
14.48,f,t,k,d,1,w,4.82,23.99,g,f,g,True,False,True,False,False,True,False
11.92,x,t,r,d,1,n,5.07,25.6,g,f,d,True,False,True,False,False,True,False
9.11,s,t,g,d,1,n,4.58,22.87,n,f,d,True,False,True,False,False,True,False
14.18,s,t,r,d,1,b,5.18,26.25,g,f,g,True,False,True,False,False,True,False
16.7,s,t,g,d,1,b,5.47,28.17,n,f,g,True,False,True,True,False,False,False
12.88,x,t,r,d,1,n,4.86,24.01,r,f,g,True,False,True,True,False,False,False
14.27,s,t,k,d,1,b,5.1,24.22,r,f,d,True,False,True,True,False,False,False
14.86,s,t,g,d,1,n,5.62,27.76,n,f,d,True,False,True,True,False,False,False
10.67,x,t,r,d,1,b,4.8,23.96,g,f,d,True,False,True,False,False,True,False
10.83,f,t,r,d,1,b,4.45,21.62,g,f,l,True,False,True,False,False,True,False
13.86,f,t,n,d,1,b,5.12,25.06,n,f,g,True,False,True,True,False,False,False
16.18,s,t,r,d,1,b,5.28,27.09,n,f,g,True,False,True,True,False,False,False
13.98,f,t,r,d,1,b,5.1,26.34,r,f,l,True,False,True,False,False,True,False
12.8,s,t,g,d,1,n,5.13,25.78,r,f,l,True,False,True,True,False,False,False
14.78,s,t,k,d,1,b,5.07,24.16,r,f,l,True,False,True,True,False,False,False
7.3,f,t,r,d,1,n,4.49,23.48,n,f,d,True,False,True,False,False,True,False
13.75,s,t,k,d,1,n,5.27,26.03,n,f,d,True,False,True,False,False,True,False
14.28,s,t,k,d,1,b,5.38,24.83,r,f,l,True,False,True,False,False,True,False
3.94,s,t,k,d,1,w,3.73,21.73,r,f,g,True,False,True,True,False,False,False
13.74,s,t,g,d,1,w,5.06,25.98,g,f,l,True,False,True,True,False,False,False
12.14,s,t,r,d,1,w,4.6,23.27,r,f,d,True,False,True,True,False,False,False
14.56,x,t,n,d,1,w,5.3,25.59,g,f,d,True,False,True,True,False,False,False
8.68,x,t,k,d,1,b,3.88,18.99,r,f,d,True,False,True,False,False,True,False
14.69,f,t,g,d,1,w,4.83,26.64,r,f,l,True,False,True,False,False,True,False
12.63,x,t,r,d,1,b,4.97,22.43,g,f,g,True,False,True,False,False,True,False
13.4,s,t,n,d,1,w,5.47,28.64,n,f,d,True,False,True,True,False,False,False
13.4,s,t,g,d,1,b,5.24,24.91,r,f,g,True,False,True,False,False,True,False
12.51,f,t,k,d,1,w,5.43,23.35,r,f,g,True,False,True,True,False,False,False
15.75,s,t,k,d,1,n,5.76,25.71,g,f,d,True,False,True,False,False,True,False
12.25,f,t,r,d,1,n,4.68,23.32,r,f,d,True,False,True,True,False,False,False
10.24,f,t,r,d,1,n,4.93,22.52,n,f,d,True,False,True,False,False,True,False
14.82,x,t,k,d,1,w,5.01,26.41,r,f,g,True,False,True,False,False,True,False
12.92,s,t,k,d,1,n,4.6,24.89,r,f,d,True,False,True,False,False,True,False
14.72,s,t,k,d,1,b,5.17,24.98,r,f,l,True,False,True,True,False,False,False
18.54,f,t,n,d,1,n,5.28,25.96,g,f,l,True,False,True,False,False,True,False
14.76,s,t,k,d,1,w,5.02,22.82,r,f,l,True,False,True,False,False,True,False
12.65,f,t,g,d,1,n,4.83,23.67,g,f,g,True,False,True,True,False,False,False
14.7,x,t,k,d,1,n,5.05,27.37,g,f,g,True,False,True,False,False,True,False
16.95,f,t,g,d,1,n,4.85,25.41,r,f,l,True,False,True,True,False,False,False
16.53,s,t,r,d,1,n,4.98,27.31,r,f,l,True,False,True,False,False,True,False
15.59,f,t,r,d,1,n,5.06,25.95,g,f,g,True,False,True,True,False,False,False
10.44,x,t,n,d,1,b,5.05,22.65,r,f,d,True,False,True,False,False,True,False
13.84,x,t,r,d,1,w,5.03,25.39,r,f,l,True,False,True,True,False,False,False
13.36,s,t,k,d,1,w,5.34,25.42,r,f,l,True,False,True,True,False,False,False
10.61,x,t,r,d,1,b,4.85,25.63,g,f,l,True,False,True,True,False,False,False
11.78,f,t,k,d,1,w,4.76,23.95,n,f,d,True,False,True,True,False,False,False
13.16,x,t,n,d,1,n,5.0,24.98,g,f,l,True,False,True,False,False,True,False
14.23,f,t,r,d,1,w,5.47,29.0,r,f,l,True,False,True,False,False,True,False
13.95,x,t,k,d,1,w,4.88,24.48,n,f,l,True,False,True,False,False,True,False
13.71,x,t,n,d,1,w,4.8,23.55,r,f,l,True,False,True,True,False,False,False
15.01,s,t,n,d,1,n,5.15,27.29,r,f,d,True,False,True,False,False,True,False
15.19,x,t,g,d,1,b,4.93,23.71,n,f,l,True,False,True,True,False,False,False
15.65,s,t,r,d,1,n,5.43,26.39,n,f,d,True,False,True,True,False,False,False
13.72,f,t,k,d,1,b,4.95,24.27,g,f,l,True,False,True,False,False,True,False
12.72,x,t,n,d,1,b,4.66,24.71,n,f,g,True,False,True,False,False,True,False
10.98,x,t,g,d,1,w,4.48,24.58,r,f,l,True,False,True,True,False,False,False
16.15,s,t,k,d,1,n,4.99,25.3,n,f,d,True,False,True,False,False,True,False
12.47,s,t,k,d,1,n,5.64,27.02,r,f,g,True,False,True,True,False,False,False
9.21,f,t,k,d,1,n,4.76,24.98,g,f,d,True,False,True,True,False,False,False
10.38,x,t,r,d,1,b,4.98,24.89,n,f,l,True,False,True,True,False,False,False
13.65,x,t,g,d,1,w,4.95,24.36,g,f,l,True,False,True,False,False,True,False
14.42,x,t,k,d,1,n,4.85,25.02,n,f,l,True,False,True,False,False,True,False
11.73,x,t,n,d,1,n,4.11,22.88,g,f,d,True,False,True,False,False,True,False
9.37,s,t,n,d,1,w,4.38,21.9,n,f,g,True,False,True,False,False,True,False
15.4,x,t,n,d,1,w,4.66,23.42,n,f,g,True,False,True,True,False,False,False
15.04,f,t,g,d,1,b,5.63,28.11,n,f,d,True,False,True,False,False,True,False
12.52,x,t,k,d,1,b,4.78,22.48,r,f,d,True,False,True,True,False,False,False
17.14,x,t,k,d,1,w,5.32,26.89,n,f,d,True,False,True,True,False,False,False
13.42,s,t,k,d,1,b,5.47,24.25,r,f,g,True,False,True,True,False,False,False
15.59,s,t,g,d,1,w,5.3,26.32,n,f,g,True,False,True,False,False,True,False
15.08,x,t,k,d,1,w,4.62,23.8,n,f,g,True,False,True,False,False,True,False
15.97,s,t,k,d,1,b,5.44,27.26,n,f,g,True,False,True,False,False,True,False
11.43,x,t,k,d,1,n,4.91,23.3,n,f,d,True,False,True,True,False,False,False
15.54,x,t,k,d,1,b,5.51,27.43,g,f,l,True,False,True,True,False,False,False
15.81,f,t,k,d,1,n,5.11,25.23,g,f,l,True,False,True,True,False,False,False
15.24,x,t,r,d,1,w,5.56,27.38,r,f,l,True,False,True,True,False,False,False
14.24,x,t,r,d,1,b,4.93,26.01,n,f,g,True,False,True,True,False,False,False
14.29,x,t,n,d,1,n,5.52,26.16,r,f,d,True,False,True,True,False,False,False
14.24,s,t,r,d,1,n,4.87,23.92,n,f,l,True,False,True,False,False,True,False
15.41,s,t,g,d,1,n,5.12,26.54,n,f,d,True,False,True,True,False,False,False
10.75,x,t,g,d,1,w,5.35,26.94,n,f,d,True,False,True,True,False,False,False
10.68,x,t,r,d,1,w,4.63,22.94,r,f,l,True,False,True,True,False,False,False
15.51,x,t,n,d,1,w,4.99,24.33,n,f,d,True,False,True,True,False,False,False
14.64,x,t,r,d,1,w,5.17,25.69,r,f,l,True,False,True,True,False,False,False
13.27,x,t,r,d,1,w,4.96,24.38,g,f,d,True,False,True,True,False,False,False
13.39,x,t,r,d,1,n,4.94,25.44,n,f,l,True,False,True,False,False,True,False
14.35,s,t,g,d,1,w,5.01,26.46,g,f,d,True,False,True,True,False,False,False
15.24,f,t,n,d,1,n,4.73,26.3,n,f,g,True,False,True,False,False,True,False
12.05,s,t,n,d,1,b,5.08,25.16,g,f,d,True,False,True,True,False,False,False
11.81,f,t,g,d,1,n,5.15,25.7,g,f,l,True,False,True,False,False,True,False
12.07,s,t,r,d,1,w,4.97,24.16,g,f,d,True,False,True,False,False,True,False
15.07,f,t,k,d,1,n,4.89,23.83,r,f,l,True,False,True,True,False,False,False
13.74,x,t,k,d,1,b,4.94,25.79,n,f,d,True,False,True,True,False,False,False
12.67,s,t,n,d,1,w,4.37,20.59,r,f,g,True,False,True,True,False,False,False
12.18,x,t,g,d,1,n,4.62,26.41,r,f,d,True,False,True,False,False,True,False
8.84,s,t,k,d,1,n,4.97,25.24,n,f,l,True,False,True,True,False,False,False
11.65,x,t,r,d,1,b,5.06,24.01,r,f,d,True,False,True,True,False,False,False
14.02,f,t,r,d,1,b,5.06,25.27,g,f,g,True,False,True,False,False,True,False
10.1,s,t,n,d,1,b,4.93,23.85,n,f,l,True,False,True,True,False,False,False
15.45,x,t,g,d,1,b,5.57,28.33,g,f,l,True,False,True,True,False,False,False
13.14,s,t,k,d,1,w,4.81,25.05,g,f,l,True,False,True,False,False,True,False
12.78,s,t,k,d,1,n,5.3,24.7,n,f,d,True,False,True,False,False,True,False
12.36,f,t,n,d,1,w,4.82,25.49,g,f,d,True,False,True,False,False,True,False
15.19,s,t,k,d,1,w,4.94,26.26,r,f,l,True,False,True,True,False,False,False
16.48,f,t,n,d,1,b,5.33,25.87,n,f,g,True,False,True,True,False,False,False
14.56,s,t,n,d,1,n,5.21,26.61,n,f,l,True,False,True,False,False,True,False
8.11,x,t,r,d,1,b,4.56,21.12,r,f,g,True,False,True,True,False,False,False
16.6,f,t,n,d,1,w,5.43,25.88,n,f,d,True,False,True,False,False,True,False
12.1,s,t,r,d,1,b,5.36,26.58,n,f,l,True,False,True,True,False,False,False
15.27,s,t,r,d,1,w,5.33,25.87,r,f,g,True,False,True,False,False,True,False
14.2,f,t,g,d,1,w,5.39,26.43,r,f,d,True,False,True,True,False,False,False
13.65,x,t,n,d,1,n,4.83,24.38,r,f,g,True,False,True,True,False,False,False
10.68,s,t,r,d,1,n,4.76,24.64,g,f,g,True,False,True,True,False,False,False
10.53,x,t,n,d,1,b,5.09,24.1,r,f,l,True,False,True,False,False,True,False
12.73,f,t,r,d,1,b,4.94,23.95,r,f,d,True,False,True,False,False,True,False
13.96,s,t,r,d,1,n,5.67,24.99,r,f,l,True,False,True,True,False,False,False
12.1,x,t,g,d,1,b,4.92,24.81,r,f,g,True,False,True,True,False,False,False
11.32,s,t,r,d,1,b,4.52,23.02,n,f,l,True,False,True,False,False,True,False
14.12,x,t,n,d,1,w,5.14,26.55,n,f,d,True,False,True,True,False,False,False
11.97,x,t,g,d,1,w,4.91,26.91,r,f,l,True,False,True,True,False,False,False
12.46,f,t,r,d,1,b,5.05,23.28,g,f,d,True,False,True,True,False,False,False
11.94,x,t,n,d,1,b,4.93,24.54,r,f,l,True,False,True,False,False,True,False
11.54,f,t,r,d,1,n,5.08,25.58,g,f,g,True,False,True,False,False,True,False
15.12,s,t,k,d,1,n,5.05,24.98,n,f,d,True,False,True,True,False,False,False
13.59,x,t,n,d,1,n,5.52,25.85,n,f,g,True,False,True,True,False,False,False
13.96,x,t,g,d,1,w,4.95,25.2,n,f,g,True,False,True,False,False,True,False
15.43,x,t,n,d,1,n,5.32,26.97,g,f,g,True,False,True,False,False,True,False
13.81,x,t,n,d,1,w,4.52,25.55,r,f,d,True,False,True,True,False,False,False
13.08,s,t,k,d,1,b,5.18,24.73,g,f,d,True,False,True,False,False,True,False
17.07,x,t,k,d,1,b,5.05,25.32,r,f,d,True,False,True,True,False,False,False
16.03,f,t,k,d,1,w,5.42,27.03,r,f,d,True,False,True,False,False,True,False
11.11,s,t,r,d,1,w,4.92,22.39,n,f,d,True,False,True,True,False,False,False
16.31,x,t,r,d,1,w,5.34,24.7,n,f,l,True,False,True,False,False,True,False
13.46,s,t,n,d,1,w,5.05,24.83,r,f,g,True,False,True,True,False,False,False
15.29,f,t,r,d,1,n,5.07,26.73,n,f,l,True,False,True,True,False,False,False
18.69,x,t,k,d,1,w,6.06,28.21,r,f,l,True,False,True,False,False,True,False
11.79,s,t,k,d,1,n,4.75,24.35,r,f,l,True,False,True,True,False,False,False
13.96,f,t,g,d,1,w,5.02,23.97,r,f,d,True,False,True,False,False,True,False
16.3,s,t,k,d,1,n,5.4,26.0,r,f,l,True,False,True,False,False,True,False
10.73,s,t,n,d,1,n,4.98,24.36,n,f,l,True,False,True,True,False,False,False
13.71,f,t,r,d,1,b,5.05,22.83,n,f,l,True,False,True,True,False,False,False
14.14,x,t,k,d,1,b,5.51,26.46,n,f,l,True,False,True,False,False,True,False
12.85,f,t,g,d,1,b,5.16,24.77,n,f,d,True,False,True,False,False,True,False
16.41,x,t,n,d,1,b,5.19,27.08,n,f,g,True,False,True,True,False,False,False
17.01,s,t,g,d,1,b,5.35,26.41,n,f,d,True,False,True,True,False,False,False
11.71,x,t,r,d,1,w,5.53,27.57,r,f,g,True,False,True,False,False,True,False
11.32,x,t,k,d,1,b,4.71,23.11,g,f,l,True,False,True,True,False,False,False
11.76,x,t,g,d,1,b,4.96,23.84,g,f,g,True,False,True,False,False,True,False
20.91,f,t,k,d,1,b,5.35,27.6,r,f,d,True,False,True,False,False,True,False
10.19,f,t,k,d,1,n,5.19,25.37,r,f,d,True,False,True,True,False,False,False
13.14,f,t,k,d,1,n,5.0,26.62,n,f,d,True,False,True,False,False,True,False
14.01,f,t,n,d,1,n,5.24,25.84,r,f,d,True,False,True,False,False,True,False
17.26,x,t,n,d,1,n,4.91,24.52,n,f,d,True,False,True,True,False,False,False
16.83,x,t,r,d,1,n,5.03,24.8,n,f,g,True,False,True,False,False,True,False
14.82,s,t,k,d,1,n,4.81,25.05,g,f,d,True,False,True,True,False,False,False
9.78,s,t,g,d,1,b,4.56,22.52,r,f,g,True,False,True,False,False,True,False
11.57,x,t,k,d,1,w,4.93,24.28,g,f,d,True,False,True,True,False,False,False
15.08,s,t,r,d,1,w,4.72,22.69,n,f,d,True,False,True,True,False,False,False
17.62,f,t,k,d,1,n,5.45,28.56,r,f,l,True,False,True,False,False,True,False
16.3,x,t,n,d,1,w,5.6,26.55,r,f,l,True,False,True,False,False,True,False
15.79,s,t,n,d,1,b,5.27,27.61,r,f,l,True,False,True,True,False,False,False
13.82,s,t,k,d,1,b,5.48,25.83,n,f,d,True,False,True,False,False,True,False
16.53,s,t,g,d,1,n,5.53,27.5,r,f,l,True,False,True,False,False,True,False
13.04,x,t,k,d,1,w,4.69,21.72,g,f,g,True,False,True,True,False,False,False
7.33,x,t,g,d,1,w,4.38,23.07,n,f,d,True,False,True,False,False,True,False
12.79,x,t,r,d,1,n,5.05,26.72,g,f,d,True,False,True,True,False,False,False
12.35,x,t,g,d,1,n,5.09,26.89,g,f,d,True,False,True,True,False,False,False
15.33,s,t,n,d,1,n,4.68,23.37,g,f,d,True,False,True,True,False,False,False
14.99,s,t,r,d,1,b,5.23,26.24,g,f,l,True,False,True,True,False,False,False
13.57,f,t,g,d,1,w,5.27,24.8,r,f,g,True,False,True,True,False,False,False
13.6,x,t,n,d,1,b,4.83,25.62,n,f,l,True,False,True,True,False,False,False
11.15,x,t,r,d,1,b,4.99,25.94,r,f,g,True,False,True,False,False,True,False
11.08,s,t,n,d,1,n,4.88,26.23,r,f,d,True,False,True,True,False,False,False
14.2,f,t,k,d,1,b,5.06,27.51,g,f,d,True,False,True,True,False,False,False
10.82,s,t,g,d,1,b,4.37,25.34,r,f,d,True,False,True,False,False,True,False
12.82,s,t,r,d,1,n,5.31,26.04,g,f,g,True,False,True,False,False,True,False
11.87,s,t,g,d,1,w,5.62,27.75,n,f,d,True,False,True,False,False,True,False
16.5,s,t,r,d,1,w,5.13,29.23,g,f,g,True,False,True,True,False,False,False
13.17,s,t,g,d,1,b,5.24,25.45,g,f,l,True,False,True,True,False,False,False
15.54,f,t,k,d,1,b,5.46,28.08,g,f,d,True,False,True,False,False,True,False
9.9,s,t,n,d,1,b,4.64,25.81,r,f,l,True,False,True,True,False,False,False
15.33,f,t,r,d,1,b,5.56,26.95,n,f,d,True,False,True,True,False,False,False
13.4,s,t,r,d,1,b,5.35,25.96,g,f,l,True,False,True,False,False,True,False
16.44,f,t,n,d,1,b,5.28,27.21,r,f,l,True,False,True,False,False,True,False
8.4,f,t,r,d,1,n,4.55,23.06,n,f,l,True,False,True,True,False,False,False
10.47,s,t,k,d,1,n,4.76,22.49,g,f,d,True,False,True,True,False,False,False
9.69,f,t,k,d,1,n,4.77,24.17,r,f,g,True,False,True,False,False,True,False
15.2,s,t,n,d,1,n,4.94,23.07,g,f,l,True,False,True,False,False,True,False
15.33,x,t,n,d,1,b,5.16,26.6,n,f,g,True,False,True,True,False,False,False
15.69,f,t,k,d,1,n,5.38,26.89,n,f,d,True,False,True,False,False,True,False
8.78,s,t,n,d,1,w,4.56,23.98,n,f,d,True,False,True,False,False,True,False
14.01,x,t,k,d,1,w,4.78,24.71,r,f,l,True,False,True,False,False,True,False
10.54,f,t,r,d,1,b,4.58,23.89,n,f,d,True,False,True,True,False,False,False
14.6,f,t,n,d,1,n,5.22,26.35,n,f,l,True,False,True,False,False,True,False
18.73,x,t,r,d,1,w,5.06,24.02,r,f,l,True,False,True,True,False,False,False
9.56,s,t,k,d,1,b,4.94,24.21,r,f,d,True,False,True,False,False,True,False
11.61,s,t,n,d,1,b,5.0,25.02,g,f,d,True,False,True,True,False,False,False
15.74,s,t,n,d,1,w,5.13,24.26,r,f,d,True,False,True,False,False,True,False
12.38,x,t,n,d,1,n,4.89,24.13,r,f,d,True,False,True,True,False,False,False
15.54,x,t,k,d,1,n,5.07,26.45,n,f,d,True,False,True,False,False,True,False
10.56,s,t,g,d,1,n,4.92,24.05,n,f,g,True,False,True,True,False,False,False
16.19,f,t,k,d,1,b,5.48,27.21,n,f,d,True,False,True,False,False,True,False
12.42,f,t,g,d,1,n,4.27,21.47,g,f,g,True,False,True,True,False,False,False
8.05,f,t,n,d,1,w,4.93,24.45,n,f,g,True,False,True,True,False,False,False
14.43,s,t,k,d,1,n,5.06,25.16,g,f,l,True,False,True,False,False,True,False
13.56,x,t,r,d,1,w,4.67,25.53,r,f,d,True,False,True,False,False,True,False
10.66,x,t,r,d,1,w,4.82,23.05,r,f,d,True,False,True,True,False,False,False
11.81,s,t,k,d,1,w,5.35,25.16,n,f,d,True,False,True,False,False,True,False
9.39,f,t,r,d,1,n,4.73,23.12,r,f,g,True,False,True,False,False,True,False
13.82,x,t,r,d,1,b,5.06,23.7,r,f,g,True,False,True,True,False,False,False
13.86,f,t,g,d,1,b,5.05,26.15,n,f,g,True,False,True,False,False,True,False
14.63,s,t,g,d,1,w,5.53,25.32,n,f,g,True,False,True,False,False,True,False
8.85,f,t,k,d,1,b,4.16,21.65,n,f,g,True,False,True,False,False,True,False
13.34,s,t,r,d,1,b,5.4,26.13,r,f,l,True,False,True,True,False,False,False
11.66,f,t,g,d,1,b,4.36,24.26,r,f,d,True,False,True,True,False,False,False
12.34,x,t,r,d,1,w,4.62,22.52,n,f,d,True,False,True,True,False,False,False
12.26,f,t,g,d,1,n,5.24,22.37,n,f,l,True,False,True,True,False,False,False
10.89,x,t,n,d,1,w,5.13,24.75,r,f,g,True,False,True,False,False,True,False
13.08,f,t,n,d,1,n,5.09,26.07,g,f,l,True,False,True,False,False,True,False
11.73,f,t,n,d,1,w,5.24,23.79,r,f,d,True,False,True,False,False,True,False
17.76,s,t,r,d,1,n,5.65,27.13,g,f,l,True,False,True,True,False,False,False
16.45,s,t,k,d,1,b,5.01,23.92,g,f,l,True,False,True,True,False,False,False
11.23,f,t,g,d,1,n,4.92,22.66,r,f,l,True,False,True,True,False,False,False
16.14,s,t,r,d,1,b,4.93,24.95,r,f,d,True,False,True,True,False,False,False
13.12,f,t,k,d,1,n,5.08,21.32,r,f,g,True,False,True,True,False,False,False
10.98,s,t,k,d,1,w,4.55,25.63,n,f,d,True,False,True,False,False,True,False
13.39,f,t,k,d,1,n,4.94,25.0,g,f,d,True,False,True,True,False,False,False
12.39,s,t,g,d,1,b,4.94,24.23,r,f,g,True,False,True,False,False,True,False
14.86,f,t,g,d,1,b,4.96,22.91,r,f,l,True,False,True,True,False,False,False
17.98,x,t,k,d,1,n,5.14,26.57,n,f,d,True,False,True,False,False,True,False
15.52,s,t,k,d,1,w,4.79,25.54,n,f,g,True,False,True,True,False,False,False
16.09,s,t,k,d,1,n,5.5,26.23,n,f,l,True,False,True,False,False,True,False
12.59,x,t,k,d,1,w,4.92,24.05,n,f,l,True,False,True,False,False,True,False
11.92,x,t,g,d,1,w,5.26,25.81,n,f,l,True,False,True,True,False,False,False
15.07,s,t,r,d,1,n,4.75,23.68,n,f,g,True,False,True,False,False,True,False
10.22,f,t,g,d,1,w,4.75,22.85,n,f,l,True,False,True,True,False,False,False
13.26,f,t,r,d,1,n,5.2,25.71,n,f,d,True,False,True,True,False,False,False
15.78,x,t,g,d,1,b,5.1,25.27,r,f,d,True,False,True,True,False,False,False
14.76,x,t,n,d,1,w,5.4,28.79,n,f,g,True,False,True,True,False,False,False
13.8,s,t,g,d,1,w,5.19,24.97,r,f,g,True,False,True,False,False,True,False
13.46,s,t,g,d,1,n,4.76,24.42,n,f,d,True,False,True,False,False,True,False
16.36,x,t,r,d,1,n,5.65,26.4,g,f,l,True,False,True,True,False,False,False
17.59,f,t,g,d,1,b,5.17,28.36,n,f,g,True,False,True,False,False,True,False
10.91,s,t,k,d,1,w,4.99,24.56,g,f,d,True,False,True,True,False,False,False
16.69,f,t,g,d,1,n,5.54,26.94,n,f,g,True,False,True,True,False,False,False
14.45,s,t,n,d,1,w,5.15,26.43,g,f,g,True,False,True,False,False,True,False
15.33,s,t,k,d,1,w,4.66,23.8,r,f,g,True,False,True,True,False,False,False
11.67,x,t,k,d,1,b,4.68,26.48,g,f,d,True,False,True,False,False,True,False
12.76,f,t,n,d,1,w,5.6,25.77,g,f,d,True,False,True,True,False,False,False
16.71,f,t,n,d,1,w,5.27,26.42,g,f,d,True,False,True,True,False,False,False
14.86,s,t,n,d,1,w,5.65,27.62,r,f,g,True,False,True,True,False,False,False
14.63,x,t,n,d,1,b,5.03,25.11,r,f,g,True,False,True,False,False,True,False
12.57,s,t,k,d,1,n,5.33,27.15,r,f,d,True,False,True,False,False,True,False
15.33,x,t,k,d,1,w,4.77,24.27,r,f,g,True,False,True,False,False,True,False
15.68,x,t,r,d,1,n,5.4,27.74,g,f,l,True,False,True,False,False,True,False
13.72,s,t,n,d,1,n,5.44,28.51,n,f,l,True,False,True,True,False,False,False
15.76,f,t,r,d,1,n,5.25,27.55,r,f,d,True,False,True,True,False,False,False
12.4,f,t,k,d,1,w,5.11,25.37,r,f,d,True,False,True,False,False,True,False
14.95,x,t,n,d,1,b,4.97,24.53,r,f,g,True,False,True,True,False,False,False
14.14,s,t,k,d,1,w,5.15,26.61,n,f,l,True,False,True,True,False,False,False
12.89,s,t,r,d,1,b,5.24,26.42,g,f,l,True,False,True,False,False,True,False
9.59,s,t,k,d,1,b,4.56,24.12,g,f,g,True,False,True,True,False,False,False
13.74,s,t,n,d,1,w,5.25,28.46,r,f,l,True,False,True,False,False,True,False
15.18,s,t,k,d,1,b,5.54,26.43,g,f,d,True,False,True,False,False,True,False
14.61,x,t,g,d,1,n,4.87,23.99,r,f,l,True,False,True,False,False,True,False
14.96,f,t,n,d,1,n,5.2,26.49,r,f,g,True,False,True,False,False,True,False
8.25,f,t,n,d,1,b,4.89,24.34,n,f,g,True,False,True,True,False,False,False
13.01,x,t,k,d,1,b,4.29,22.96,r,f,d,True,False,True,True,False,False,False
11.87,f,t,g,d,1,w,4.83,24.96,g,f,l,True,False,True,True,False,False,False
14.25,f,t,k,d,1,w,5.16,25.67,n,f,g,True,False,True,True,False,False,False
11.98,s,t,k,d,1,b,5.13,25.1,g,f,g,True,False,True,False,False,True,False
12.21,s,t,k,d,1,w,4.52,22.99,g,f,g,True,False,True,False,False,True,False
13.09,x,t,n,d,1,b,5.19,26.44,r,f,d,True,False,True,True,False,False,False
16.18,f,t,k,d,1,n,4.68,23.81,r,f,d,True,False,True,True,False,False,False
13.75,x,t,k,d,1,w,4.59,24.6,g,f,l,True,False,True,True,False,False,False
15.86,x,t,r,d,1,b,4.72,24.83,g,f,g,True,False,True,True,False,False,False
11.91,s,t,r,d,1,w,5.06,25.42,g,f,g,True,False,True,True,False,False,False
13.19,f,t,g,d,1,w,5.17,26.36,r,f,l,True,False,True,True,False,False,False
13.0,x,t,g,d,1,b,4.74,22.67,g,f,d,True,False,True,True,False,False,False
9.65,f,t,g,d,1,b,4.55,22.22,n,f,g,True,False,True,True,False,False,False
11.0,s,t,g,d,1,n,4.96,26.43,n,f,l,True,False,True,False,False,True,False
14.41,s,t,r,d,1,n,4.78,25.12,n,f,g,True,False,True,True,False,False,False
10.26,x,t,g,d,1,n,4.42,24.57,n,f,d,True,False,True,False,False,True,False
10.42,f,t,g,d,1,n,4.55,22.03,r,f,g,True,False,True,True,False,False,False
15.53,s,t,k,d,1,n,5.36,27.33,r,f,d,True,False,True,True,False,False,False
13.46,s,t,r,d,1,b,5.1,25.07,g,f,d,True,False,True,False,False,True,False
10.9,x,t,r,d,1,b,4.85,23.28,r,f,l,True,False,True,False,False,True,False
18.04,s,t,k,d,1,b,4.97,26.97,g,f,g,True,False,True,True,False,False,False
13.27,x,t,r,d,1,b,5.24,25.84,g,f,d,True,False,True,False,False,True,False
18.53,s,t,g,d,1,b,5.21,24.49,r,f,d,True,False,True,True,False,False,False
11.93,s,t,g,d,1,n,5.04,26.13,r,f,l,True,False,True,True,False,False,False
18.42,x,t,k,d,1,w,5.5,26.77,r,f,l,True,False,True,True,False,False,False
14.67,s,t,k,d,1,b,4.92,27.49,g,f,d,True,False,True,False,False,True,False
9.79,x,t,r,d,1,n,4.87,26.44,n,f,d,True,False,True,True,False,False,False
